Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: Suomen Stand Up Club, address: Tekniikantie 21 D, Helsinki
Restaurant: Suomenlinnan Panimo, address: Suomenlinna C, HELSINKI
Restaurant: Suomiravintola, address: opastinsilta 6, 00520 Helsinki
Restaurant: Susan Grilli, address: Päivöläntie 40, 00730 Helsinki
Restaurant: Sushi Bar Rice Garden, address: Vuorikatu 16, 00100 Helsinki
Restaurant: sushi wa.gocoro, address: Runeberginkatu 63 A 21, 00260 Helsinki
Restaurant: Sushi-San, address: Munkkiniemen puistotie 21, 00330 Helsinki
Restaurant: Sushi-Sui, address: Sentnerikuja 3, 00440 Helsinki
Restaurant: Sushibar, address: Uudenmaankatu 15, 00120 Helsinki
Restaurant: Sushibar + Wine, address: Fredrikinkatu 42, 00100 Helsinki
Restaurant: Sushibar + Wine Korjaamo, address: Töölönkatu 51 a-b, 00250 Helsinki
Restaurant: Sushibar+Wine Linnanmäki, address: Linnanmäen Huvipuisto, Tivolikuja 1, 00510 Helsinki
Restaurant: Sushinroll, address: Kapteeninkatu 7, 00140 Helsinki
Restaurant: Suski, address: Ylämalmintori 3, 00700 Helsinki
Restaurant: Suunnittelutoimisto Svengi, address: Merikannontie 3C 46, Helsinki
Restaurant: Suvilahti, address: Sörnäisten rantatie 22, Helsinki
Restaurant: Sven's Bakery, address: Iso Roobertinkatu 20-22, 00120 Helsinki
Restaurant: Swagatam, address: Runeberginkatu 40, 00260 Helsinki
Restaurant: Swengi, address: Iso Roobertinkatu 10, Helsinki
Restaurant: Synapsian lounaskahvio, address: Nordenskiöldinkatu 18 B, 00250 Helsinki
Restaurant: Syrian Treasure Coffee, address: Kaivokatu 12 (Asematunneli), 00100 Helsinki
Restaurant: Szechuan, address: Ruusulankatu 1, 00260 helsinki
Restaurant: Sävel, address: Hämeentie 2, 00530 Helsinki
Restaurant: Sävellys, address: Kirvuntie 22, Espoo
Restaurant: Sävy, address: Aleksis Kiven katu 12, Helsinki
Restaurant: T:mi Bar Cafe Haagan Helmi, address: Näyttelijäntie 14C, Helsinki
Restaurant: Tablo Ateneum, address: Kaivokatu 2-4, 00100 Helsinki
Restaurant: Taideosuuskunta Piellos, address: Tukholmankatu 19 A 2, Helsinki
Restaurant: Taikalamppu, address: Torkkelinkatu 21, 00350 Helsinki
Restaurant: Taiteiden yö, address: null
Restaurant: Taivis, address: Eteläinen Hesperiankatu 40, 00100 Helsinki
Restaurant: Take Sushi, address: Salomonkatu 15, 00100 Helsinki
Restaurant: Takos, address: Mäkelänkatu 30, Helsinki
Restaurant: Tali Café, address: Huopalahdentie 28, 00350 Helsinki
Restaurant: Talvipuutarha, address: Hammarskjöldintie 1, 00250 Helsinki
Restaurant: Tamarin, address: Iso Roobertinkatu 18, 00120 Helsinki
Restaurant: Tamarin Freda, address: Fredrikinkatu 49, 00100 Helsinki
Restaurant: Tamarin Lounge, address: Mannerheimintie 14 (Forum), 00100 Helsinki
Restaurant: Tamminiemen jäätelökauppa, address: Tamminiementie 15, 00250 Helsinki
Restaurant: Tandoor, address: Salomonkatu 19, Helsinki
Restaurant: Tanskalainen Voileipä Oy, address: Cygnaeuksenkatu 5, 00100 Helsinki
Restaurant: Taormina Pizza Kebab, address: Ostostie 4, 00940 Helsinki
Restaurant: Tapahtumatalo Bank, address: Unioninkatu 20, 00130 Helsinki
Restaurant: Tapanilan Starpizzza, address: Päivöläntie 24, 00730 Helsinki
Restaurant: Tapas Barcelona Helsinki, address: Mikonkatu 2, 00100 Helsinki
Restaurant: Tapulin Mestari, address: Maatullinaukio 2, Helsinki
Restaurant: Tarjoustalo, address: Iskoskuja 3 A 35, Vantaa
Restaurant: Tarjoustalo Super Center, address: Klinkkerikaari 2, Vantaa
Restaurant: Tartan, address: Vanhaistentie 1, HELSINKI
Restaurant: Taste Express, address: Kankiraudantie 2A, 00700 Helsinki
Restaurant: Tavastia, address: Urho Kekkosen katu 4-6, Helsinki
Restaurant: Tavastia Club, address: Urho Kekkosenkatu 4-6, Finnland
Restaurant: Tavastia Klubi, address: Urho Kekkosen katu 4-6, HELSINKI
Restaurant: Taz, address: Aleksis Kiven katu 40, Helsinki
Restaurant: TCB Styling, address: Merimiehenkatu 12A 6, Helsinki
Restaurant: Teatteri Kultsa, address: Kaasutehtaankatu 1, Helsinki
Restaurant: Teatteri Naamio Ja Höyhen, address: Korkeavuorenkatu 17, Helsinki
Restaurant: Teatteri Vantaa Silkkisali, address: Tikkurilantie 44, Vantaa
Restaurant: Teatteri Vantaan kannatusyhdistys, address: Tikkurilantie 44, Vantaa
Restaurant: Teatterimuseo, address: Tallberginkatu 1 G, Helsinki
Restaurant: Teatteriravintola Morkku Kansallisteatteri, address: Läntinen Teatterikuja 1, 00100 Helsinki
Restaurant: Teatteristudio Pasila, address: Ratamestarinkatu 5, Helsinki
Restaurant: Teboil Kaupintie, address: Kaupintie 19, 00440 Helsinki
Restaurant: Teboil Myllypuro, address: Myllypurontie 8, 00920 Helsinki
Restaurant: Teboil Pakila, address: Pakilantie 66, 00660 Helsinki
Restaurant: TeeMaa Tea house, address: Mechelininkatu 15, 00100 Helsinki
Restaurant: Teerenpeli Helsinki, address: Olavinkatu 2, 00100 Helsinki
Restaurant: Teeritupa, address: Pekanraitti 4, HELSINKI
Restaurant: Telsim Telepizza, address: Pakilantie 11, 00660 Helsinki
Restaurant: Tempo, address: Kalevankatu 1-3, Helsinki
Restaurant: Tenkka, address: Helsinginkatu 15, Helsinki
Restaurant: Tennis-Bistro Tali, address: Kutomokuja 4, 00380 Helsinki
Restaurant: Tennishallin kahvila, address: Kulosaarentie 2, 00570 Helsinki
Restaurant: Teranga, address: Tähtitorninkatu 18, 00140 Helsinki
Restaurant: Terassibar, address: Porthaninkatu 9, HELSINKI
Restaurant: Terra, address: Stella Business Park, Espoo
Restaurant: Terra Nova Brasserie (Holiday Inn Helsinki), address: Messuaukio 1, 00520 Helsinki
Restaurant: Terry Cabrera Joel Eladio, address: Siilitie 1 J 82, Helsinki
Restaurant: Tervala Eeva Marjatta, address: Parsitie 6 A, Espoo
Restaurant: Teurastamon Portti, address: Työpajankatu 2, 00580 Helsinki
Restaurant: Texas Outback Bar & Grill, address: Mikonkatu  15, Helsinki
Restaurant: Thai Asia Take-Away, address: Ratamestarinkatu 3, 00520 Helsinki
Restaurant: Thai Curry, address: Koskelantie 56, 00610 Helsinki
Restaurant: Thai Fast Food Du Dii (Dudii), address: Viides linja 7, 00530 Helsinki
Restaurant: Thai O cha, address: Mannerheimintie 49, 00250 Helsinki
Restaurant: Thai Orchid, address: lönnrontinkaTU27, 00180 Helsinki
Restaurant: Thai Thai - Ravintola, address: Vilppulantie 2, 00700 Helsinki
Restaurant: The Circus, address: Salomonkatu 1-3, HELSINKI
Restaurant: The Exhibitionists, address: Museokatu 28, 00100 Helsinki
Restaurant: The Gallows Bird, address: Merituulentie 30, Espoo
Restaurant: The Lidocaine, address: Tasankotie 12B 28, Helsinki
Restaurant: The Pit Stop, address: Rödje-Fantsin tie 2, 00890 Helsinki
Restaurant: The Pullman Bar, address: Helsingin Rautatieasema, HELSINKI
Restaurant: The Rock Bar, address: Bulevardi 28, Helsinki
Restaurant: The Tiger, address: Urho Kekkosen katu 1, HELSINKI
Restaurant: The Wrap and Roll Cafe, address: Mannerheimintie 87, 00270 Helsinki
Restaurant: Theron Catering Pitäjänmäki, address: Valimotie 27, 00380 Helsinki
Restaurant: Theron Catering Rantatie, address: Hermannin rantatie 8, 00580 Helsinki
Restaurant: Theron Catering Ruoholahden Tähti, address: Porkkalankatu 22, 00180 Helsinki
Restaurant: Theron Catering Sörnäinen, address: Lautatarhankatu 2 C, 00580 Helsinki
Restaurant: Théhuone, address: Eerikinkatu 10, 00100 Helsinki
Restaurant: Théhuone Korkeavuorenkatu, address: Korkeavuorenkatu 9, 00140 Helsinki
Restaurant: Tiedekahvila, KH-Catering Oy, address: Kirkkokatu 6, 00170 Helsinki
Restaurant: Tiki Bing, address: Kaupinkalliontie 7, Espoo
Restaurant: Tillikka, address: Latokartanontie 5, Helsinki
Restaurant: Time Out Cafe Pihlajamäki, address: Rapakivenkuja 9, 00710 Helsinki
Restaurant: Timeless Music, address: Aleksis Kiven Katu 74A 3, Helsinki
Restaurant: Tina's Coffee & Takeaway, address: Kotkankatu 4, 00510 Helsinki
Restaurant: Tintin Yögrilli, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Tinurin Tupa, address: Tinurinkuja 4, Espoo
Restaurant: Tmi Erkki Naski, address: Ulappasaarentie 8C 49, Helsinki
Restaurant: Tmi Kimmo Kohvakka, address: Laivurinkatu 1A 14, Turku
Restaurant: Tmi Syr-Tiimi, address: Koulutanhua 6, Helsinki
Restaurant: Tmi Tarja Lehti, address: Haapasaarentie 8A 83, Helsinki
Restaurant: Tmi:Snack-Bar C17/Carita Hänninen, address: Santahamina, Helsinki
Restaurant: Toca, address: Unioninkatu 18, 00130 Helsinki
Restaurant: Toimitustalon Kahvio Kupoli, address: Radiokatu 5 B, 00240 Helsinki
Restaurant: Toivanen Pasi Productions, address: Muotoilijankatu 20 A 16, Helsinki
Restaurant: Tony's Corner, address: Mäntyviita 3, Espoo
Restaurant: Tony's Deli, address: Bulevardi 7, 00120 Helsinki
Restaurant: Toppari, address: Jönsaksentie 6, Vantaa
Restaurant: Toppen, address: Sörnäisten Rantatie 13 B, 8. kerros, 00530 Helsinki
Restaurant: Toripojat Kauppatorilla, address: Kauppatori, 00100 Helsinki
Restaurant: Torni, address: Kalevankatu 5, 00100 Helsinki
Restaurant: Tornitupa, address: Haapaniemenkatu 7-9 B, 00530 Helsinki
Restaurant: Tortilla House, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Tortilla House - Tortilla Truck, address: Talvitauolla, 00100 Helsinki
Restaurant: Toscanini, address: Bulevardi 2, 00120 Helsinki
Restaurant: Toveri, address: Castréninkatu 3, Helsinki
Restaurant: Toveri (Alppimaa), address: Castreninkatu 3, 00530 Helsinki
Restaurant: TPM-Yhtiöt Oy, address: Mariankatu 15 a A 21, HELSINKI
Restaurant: Trattoria Il Faro, address: Laivalahden puistotie 7 H 1, 00810 Helsinki
Restaurant: Trattoria Rivoletto, address: Albertinkatu 38, 00180 Helsinki
Restaurant: Trattoria Sogno, address: Töölöntorinkatu 2, 00260 Helsinki
Restaurant: Tre, address: Tulisuotie 5, 00820 Helsinki
Restaurant: Tre Viet, address: Hansakuja4-5, 00930 Helsinki
Restaurant: Treffipub, address: Hiihtomäentie 14, HELSINKI
Restaurant: Tres Bones, address: Annankatu 6, 00120 Helsinki
Restaurant: Troikka, address: Caloniuksenkatu 3, 00100 Helsinki
Restaurant: Tsemppi Pubi, address: Kirstinkatu 13, 00510 Helsinki
Restaurant: Tsemppi-Kahvio, address: Kirstinkatu 13, HELSINKI
Restaurant: Tsingdao, address: Kauppakartanontie 10, 00930 Helsinki
Restaurant: Tsingdao Restaurant, address: Kauppakartanokatu 10, 00930 Helsinki
Restaurant: Tuk Tuk, address: Vaasankatu 19, 00500 Helsinki
Restaurant: Tukiainen Sirpa-Liisa Tellervo, address: Alkutie 24-26 A 7, Helsinki
Restaurant: Tuomas-Grilli, address: Iso Roobertinkatu 9, 00120 Helsinki
Restaurant: Tuotantotoimisto Blow Up That Gramophone, address: Pohjavedenportti 2 B 41, Helsinki
Restaurant: Tuuma Toimittajaosuuskunta, address: Ratapihantie 13, Helsinki
Restaurant: Twisted Street Kitchen, address: Fredrikinkatu 58 LT 4, 00100 Helsinki
Restaurant: Tyros, address: Haukilahdenkatu 4, 00550 Helsinki
Restaurant: Tähti, address: Fredrikinkatu 41, Helsinki
Restaurant: Töölön kahvila, address: Töölönkatu 50, 00250 Helsinki
Restaurant: Töölön torigrilli, address: Töölöntori 1, 00260 Helsinki
Restaurant: Töölönranta, address: Helsinginkatu 56, 00260 Helsinki
Restaurant: U. Kaleva, address: Kalevankatu 3, Helsinki
Restaurant: U2, address: Meripihkatie 1, Helsinki
Restaurant: Ugly Duckling, address: Tulisuontie 1, 00820 Helsinki
Restaurant: Ukko-Munkki, address: Laajalahdentie 19, Helsinki
Restaurant: Umw Productions, address: Steniuksentie 39 B 13, Helsinki
Restaurant: Un Cerdo Ciego - Sokea possu, address: Kluuvin kauppakeskus, 00100 Helsinki
Restaurant: Unga Teatern, address: Nuijalantie 9, Espoo
Restaurant: Unicafe Biokeskus, address: Viikinkaari 9, 00790 Helsinki
Restaurant: Unicafe Chemicum, address: A.I. Virtasen aukio 1, 00560 Helsinki
Restaurant: Unicafe Exactum, address: Gustaf Hällströmin katu 2b, 00560 Helsinki
Restaurant: Unicafe Kookos, address: Haapaniemenkatu 6, 00530 Helsinki
Restaurant: Unicafe Korona, address: Viikinkaari 11, 00790 Helsinki
Restaurant: Unicafe Meilahti, address: Haartmaninkatu 3, 00290 Helsinki
Restaurant: Unicafe Metsätalo, address: Fabianinkatu 39, 00170 Helsinki
Restaurant: Unicafe Olivia, address: Siltavuorenpenger 20 R, 00170 Helsinki
Restaurant: Unicafe Physicum, address: Gustaf Hällströmin katu 2, 00560 Helsinki
Restaurant: Unicafe Porthania, address: Yliopistonkatu 3, 00170 Helsinki
Restaurant: Unicafe Päärakennus, address: Fabianinkatu 33, 00170 Helsinki
Restaurant: Unicafe Rotunda, address: Unioninkatu 36, 00170 Helsinki
Restaurant: Unicafe Ruskeasuo, address: Kytösuontie 9, 00300 Helsinki
Restaurant: Unicafe Soc & kom, address: Yrjö-Koskisen katu 3, 00170 Helsinki
Restaurant: Unicafe Topelias, address: Unioninkatu 38, 00170 Helsinki
Restaurant: Unicafe Valtiotiede, address: Unioninkatu 37, 00170 Helsinki
Restaurant: Unicafe Viikuna, address: Agnes Sjöbergin katu 2, 00710 Helsinki
Restaurant: UniCafe Ylioppilasaukio, address: Mannerheimintie 3 B, 00100 Helsinki
Restaurant: Unioninkadun grilli, address: Unioninkatu / Pitkäsilta, 00170 Helsinki
Restaurant: Uppopulla, address: Mäkelänkatu 49, 00510 Helsinki
Restaurant: Urbi & Orbi Tmi, address: Taimistontie 7 A 1, Helsinki
Restaurant: Urheilutalon Keilakahvio, address: Helsinginkatu 25, 00510 Helsinki
Restaurant: Uuden ylioppilastalon Alasauna, address: Mannerheimintie 5b, Helsinki
Restaurant: Uusi Iloinen Teatteri, address: Porvoonkatu 23, Helsinki
Restaurant: Uusipallo, address: Käenkuja 8 C 34 a c/o Tili-Beta Oy, HELSINKI
Restaurant: Vaasankatu, address: Vaasankatu 1, Helsinki
Restaurant: Vaelsa, address: Annankatu 4, 00120 Helsinki
Restaurant: Vaittinen Tommi Sound Mixing, address: Nevanderinkatu 10 B 6, Helsinki
Restaurant: Valimo, address: Suomenlinna B 13, Helsinki
Restaurant: Valkea talo, address: Ilkantie 4, 00401 Helsinki
Restaurant: Valokuvaaja Henna Aaltonen, address: Hietalahdenkatu 16, Helsinki
Restaurant: Vanha Kalasatama, address: Parrulaituri 2, 00540 Helsinki
Restaurant: Vanha ylioppilastalo, address: Mannerheimintie 3, Helsinki
Restaurant: Vapiano, address: Mikonkatu 15, 00100 Helsinki
Restaurant: Vartu Bar, address: Haapasaarentie 3, Helsinki
Restaurant: Vastarannan Kiiski, address: Runeberginkatu 26, Helsinki
Restaurant: Vaudeville Teatteri, address: Liinarinne 3 A, Vantaa
Restaurant: Vauvauinti Kultakalat Ky, address: Pellervontie 39, Helsinki
Restaurant: Vega, address: Kylänvanhimmantie 29, 00640 Helsinki
Restaurant: Verde, address: Elielinaukio 5, 00100 Helsinki
Restaurant: Verso, address: Aleksanterinkatu 9, Helsinki
Restaurant: Vespa, address: Eteläesplanadi 22, 00130 Helsinki
Restaurant: Vesterinen Pekka Antero, address: Kapteeninkatu 4-6 D 7, Helsinki
Restaurant: Viaporintori, address: Leppävaarankatu 3-9, Espoo
Restaurant: Viestintätoimisto Impulssi, address: Vanhanlinnantie 10C 67, Helsinki
Restaurant: Viestintätoimisto Valo, address: Näyttelijäntie 20 B 27, Helsinki
Restaurant: Viherlatva, address: Asemamiehenkatu 4, 00520 Helsinki
Restaurant: Viialan kotileipomon myymälä, address: Junailijankuja 1, 00520 Helsinki
Restaurant: Viiden Pennin Krouvi, address: Mannerheimintie 55, 00250 Helsinki
Restaurant: Viihde Maccoin, address: Kuusitie 11B 88, Helsinki
Restaurant: Viikinki, address: Kirvuntie 31, Espoo
Restaurant: Viikinkiravintola Harald, address: Aleksanterinkatu 21, 00100 Helsinki
Restaurant: Viinibaari Latva, address: Korkeavuorenkatu 25, HELSINKI
Restaurant: Viisi Penniä, address: Mannerheimintie 55, 00250 Helsinki
Restaurant: Viisipenniä, address: Mannerheimintie 55, Helsinki
Restaurant: Vilhon Pub, address: Vilhonvuorenkatu 5, 00500 Helsinki
Restaurant: Viljami, address: Viljatie 4, 00720 Helsinki
Restaurant: Villa Angelica, address: Tamminiementie 3, 00250 Helsinki
Restaurant: Villa Solvik, address: Solvikinkatu 4, 00990 Helsinki
Restaurant: Villa Thai, address: Bulevardi 28, 00120 Helsinki
Restaurant: Villa Villingenäs, address: Villinki, 00850 Helsinki
Restaurant: Villi Wäinö, address: Kalevankatu 4, Helsinki
Restaurant: Villipuutarha, address: Kaarlenkatu 13, 00530 Helsinki
Restaurant: Vin-Vin, address: Kalevankatu 6, 00100 Helsinki
Restaurant: Vinha Tuotanto, address: Pihlajatie 30, Helsinki
Restaurant: Vintti, address: Kauppamiehentie 1, Espoo
Restaurant: Viola, address: Kaisaniemenranta 2, 00170 Helsinki
Restaurant: Virgin Oil, address: Mannerheimintie 5, Helsinki
Restaurant: Virgin Oil Co., address: Mannerheimintie 5, 00100 Helsinki
Restaurant: Virtual Entertainment, address: Urpiaisenkuja 5 A 2, Espoo
Restaurant: Viva la Vida, address: Vaasankatu 18, Helsinki
Restaurant: Vivapizza, address: Puustellinpolku 25, 00410 Helsinki
Restaurant: Vivi, address: Castreninkatu 10, 00530 Helsinki
Restaurant: Vlatva, address: Elielinkaukio  2, Helsinki
Restaurant: Vltava, address: Elielinaukio 2, 00100 Helsinki
Restaurant: Voipojat, address: Veneentekijäntie 4, 00210 Helsinki
Restaurant: Vuo Pizza & Kebab, address: Vuosaarentie 8, 00980 Helsinki
Restaurant: Vuosaaren Kebab ja Pizza, address: Mustalahdentie 4, 00960 Helsinki
Restaurant: Walhalla, address: Suomenlinna A7, 00190 Helsinki
Restaurant: Wall St. Bar, address: Ateneuminkuja 4, HELSINKI
Restaurant: Wallilan kahvikellari, address: Mäkelänkatu 41, 00550 Helsinki
Restaurant: Wan Aroy, address: Roihuvuorentie 1, 00820 Helsinki
Restaurant: Wanha Herra, address: Itälahdenkatu 7, Helsinki
Restaurant: Wanha Kaarle, address: Kaarlenkatu 12, Helsinki
Restaurant: Wanha Kauppahalli, address: Eteläranta 18, Helsinki
Restaurant: Wanha Mylly, address: Linnanrakentajantie 12, 00810 Helsinki
Restaurant: Wanha Pehtoori, address: Laamannintie (Haltialan tila), 00690 Helsinki
Restaurant: Wanha Rouva, address: Ostostie 4, Helsinki
Restaurant: Wanhan Kellari, address: Mannerheimintie 3, Helsinki
Restaurant: Wanhan Tanssikellari, address: Mannerheimintie 3, 00100 Helsinki
Restaurant: Wayland, address: Soraharjuntie 10 B, Helsinki
Restaurant: We Got Beef, address: Iso Roobertinkatu 21, Helsinki
Restaurant: Welladay, address: Vaittilantie 5, Helsinki
Restaurant: West Lake Tea House, address: Kirkkokatu 5, 00170 Helsinki
Restaurant: Westminster, address: Hämeentie 94, HELSINKI
Restaurant: William K., address: Mannerheimintie 72, Helsinki
Restaurant: William K. Annankatu, address: Annankatu 3, 00120 Helsinki
Restaurant: William K. Kurvi, address: Helsinginkatu 2, 00500 Helsinki
Restaurant: William K. Mannerheimintie, address: mannerheimintie 72, 00250 Helsinki
Restaurant: William K. Tennispalatsi, address: Fredrikinkatu 65, 00100 Helsingfors
Restaurant: William Suvanne Tmi, address: Vaakatie 10 E 211, Helsinki
Restaurant: Willy'S Pub, address: Roihuvuorentie 28, HELSINKI
Restaurant: Wine & View, address: Helsinki-Vantaan lentokenttä, Portti 28, Helsinki
Restaurant: Winebar Vin-Vin, address: Kalevankatu 6, HELSINKI
Restaurant: Wineserver Tomi Naarvala, address: Maneesikatu 4a A 21 c/o Tomi Naarvala, HELSINKI
Restaurant: Wing Wah, address: Ostostie 4, 00940 Helsinki
Restaurant: Wok Up, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Wok Up Kukontori, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Woolshed, address: Töölönlahdenkatu 3 A 1, 00100 Helsinki
Restaurant: Wossikka, address: Sulkapolku 3, 00370 Helsinki
Restaurant: Wrong Asian Kitchen, address: Yliopistonkatu 5, Helsinki
Restaurant: WTC Club, address: Aleksanterinkatu 17, 00100 Helsinki
Restaurant: Xin Yuan, address: Leiviskäpolku 4, 00440 Helsinki
Restaurant: Yeti-Nepal, address: Itämerenkatu 12, 00180 Helsinki
Restaurant: Ylioppilasteatteri, address: Aleksanterinkatu 23, Helsinki
Restaurant: Yläkerho / Klubi 20, address: Suomenlinnan päällystökerho C 8, 00190 Helsinki
Restaurant: Yo Sushi, address: Kontulankaari 1A 46, 00940 Helsinki
Restaurant: YO! Frozen Yogurt Café, address: Vuotie 45, 00980 Helsinki
Restaurant: Yobot Frozen Yogurt, address: Runeberginkatu 54 A, 00260 Helsinki
Restaurant: YTHS-serpens, address: Töölönkatu 37, 00250 Helsinki
Restaurant: Yume, address: Kluuvikatu 2, 00100 Helsinki
Restaurant: Yuza Creative, address: Lehdesniityntie 3 F 95, Helsinki
Restaurant: Zaafran & Co, address: Malminkatu 24, 00100 Helsinki
Restaurant: Zakura, address: Gyldenintie 2, 00200 Helsinki
Restaurant: Zakura Sushi, address: Gyldenintie 2 B, 00200 Helsinki
